"sarga","sloka_number","meaning","rephrase_meaning","rephrase_meaningKn"
"10","40","The disciples groaned ‘Oh dear Master, your very limbs and fingers placed on our body weight as heavy as the Meru Mountain. We will not survive; be kind to release us’.","The disciples groaned: Oh dear master your very limbs and fingers placed on our body weight as heavy as the Meru mountain. We will not survive. Be kind to release us.","ಶಿಷ್ಯರು ನರಳಿದರು: ಓ ಪ್ರಿಯ ಗುರುಗಳೇ, ನಮ್ಮ ದೇಹದ ಮೇಲೆ ಇಟ್ಟ ನಿಮ್ಮ ಅಂಗಗಳು ಮತ್ತು ಬೆರಳುಗಳು ಮೇರು ಪರ್ವತದಂತೆ ಭಾರವಾಗಿ ತೂಗುತ್ತವೆ. ನಾವು ಬದುಕುಳಿಯಲಾರೆವು. ದಯವಿಟ್ಟು ನಮ್ಮನ್ನು ಬಿಡುಗಡೆ ಮಾಡಿ."
"10","41","(in response to their entreaty) being relieved of the stress of their distress (the burden of his limbs and fingers) they were heavily stunned by his enormous strength as they could hardly realise Madhwacharya’s innate strength (he, being the third incarnation of Lord Vayu) whose sportive movement of the eye-brows regulates the universe comprising of Shankara, Shakra and others, at will. (What of the disciples, even if they were fifteen!)","In response to their entreaty being relieved of the stress of their distress the burden of his limbs and fingers they were heavily stunned by his enormous strength as they could hardly realize Madhwacharya's innate strength he being the third incarnation of Lord Vayu whose sportive movement of the eyebrows regulates the universe comprising of Shankara Shakra and others at will. What of the disciples even if they were fifteen.","ಅವರ ಬೇಡಿಕೆಗೆ ಪ್ರತಿಕ್ರಿಯೆಯಾಗಿ ಅವರ ಸಂಕಟದ ಒತ್ತಡದಿಂದ, ಅವರ ಅಂಗಗಳು ಮತ್ತು ಬೆರಳುಗಳ ಭಾರದಿಂದ ಬಿಡುಗಡೆಯಾಗಿ, ಅವರು ಅವರ ಪ್ರಚಂಡ ಶಕ್ತಿಯಿಂದ ತೀವ್ರವಾಗಿ ಬೆರಗಾದರು, ಏಕೆಂದರೆ ಅವರು ಮಾಧ್ವಾಚಾರ್ಯರ ಸಹಜ ಶಕ್ತಿಯನ್ನು ಅರಿತುಕೊಳ್ಳಲು ಕಷ್ಟವಾಯಿತು, ಅವರು ವಾಯುದೇವರ ಮೂರನೇ ಅವತಾರರಾಗಿದ್ದು ಅವರ ಹುಬ್ಬುಗಳ ಕ್ರೀಡಾ ಚಲನೆಯು ಶಂಕರ, ಶಕ್ರಾದಿಗಳನ್ನು ಒಳಗೊಂಡ ವಿಶ್ವವನ್ನು ಇಚ್ಛಾನುಸಾರ ನಿಯಂತ್ರಿಸುತ್ತದೆ. ಶಿಷ್ಯರ ಬಗ್ಗೆ ಏನು, ಅವರು ಹದಿನೈದು ಮಂದಿಯಾಗಿದ್ದರೂ ಸಹ."
"10","42","A certain monk by name Indrapuri dexterous in the doctrines of all disputants, with a desire to defeat the Acharya urged him to substantiate his tenet that ‘Karma supported by Jnana’ (action buttressed by knowledge) alone can attain the highest objective (salvation).","A certain monk by name Indrapuri dexterous in the doctrines of all disputants with a desire to defeat the Acharya urged him to substantiate his tenet that action supported by knowledge alone can attain the highest objective salvation.","ಇಂದ್ರಪುರಿ ಎಂಬ ಹೆಸರಿನ ಒಬ್ಬ ಸನ್ಯಾಸಿ, ಎಲ್ಲಾ ವಾದಿಗಳ ಸಿದ್ಧಾಂತಗಳಲ್ಲಿ ನಿಪುಣ, ಆಚಾರ್ಯರನ್ನು ಸೋಲಿಸುವ ಬಯಕೆಯೊಂದಿಗೆ, ಜ್ಞಾನದಿಂದ ಬೆಂಬಲಿತವಾದ ಕರ್ಮವು ಮಾತ್ರ ಪರಮ ಉದ್ದೇಶವಾದ ಮೋಕ್ಷವನ್ನು ಸಾಧಿಸಬಹುದು ಎಂಬ ತಮ್ಮ ಸಿದ್ಧಾಂತವನ್ನು ಸಾಬೀತುಪಡಿಸಲು ಅವರನ್ನು ಒತ್ತಾಯಿಸಿದನು."
"10","43","When the Acharya convincingly proved his proposition, the relentless Indrapuri deplete of any reasoning to refute him, out of chagrin asked him to define the word (knowledge). Indrapuri was repudiated with this retort: ‘if you claim to be a learned man then you definitely know its meaning: if you deny, then the question does not crop up.’ (Since you cannot interrogate about things unknown.)","When the Acharya convincingly proved his proposition the relentless Indrapuri depleted of any reasoning to refute him out of chagrin asked him to define the word knowledge. Indrapuri was repudiated with this retort: If you claim to be a learned man then you definitely know its meaning. If you deny then the question does not crop up since you cannot interrogate about things unknown.","ಆಚಾರ್ಯರು ತಮ್ಮ ಪ್ರತಿಪಾದನೆಯನ್ನು ಮನವರಿಕೆಯಾಗುವಂತೆ ಸಾಬೀತುಪಡಿಸಿದಾಗ, ನಿರ್ದಯ ಇಂದ್ರಪುರಿಯು ಅವರನ್ನು ನಿರಾಕರಿಸಲು ಯಾವುದೇ ತರ್ಕವಿಲ್ಲದೆ ಕೋಪದಿಂದ ಜ್ಞಾನ ಪದವನ್ನು ವ್ಯಾಖ್ಯಾನಿಸಲು ಕೇಳಿದನು. ಇಂದ್ರಪುರಿಯು ಈ ಪ್ರತಿವಾದದಿಂದ ನಿರಾಕರಿಸಲ್ಪಟ್ಟನು: ನೀವು ವಿದ್ವಾಂಸರೆಂದು ಹೇಳಿಕೊಂಡರೆ ಖಂಡಿತ ಅದರ ಅರ್ಥ ತಿಳಿದಿದೆ. ನೀವು ನಿರಾಕರಿಸಿದರೆ ಪ್ರಶ್ನೆ ಉದ್ಭವಿಸುವುದಿಲ್ಲ ಏಕೆಂದರೆ ತಿಳಿಯದ ವಿಷಯಗಳ ಬಗ್ಗೆ ಪ್ರಶ್ನಿಸಲು ನಿಮಗೆ ಸಾಧ್ಯವಿಲ್ಲ."
"10","44","Madhwacharya, the disciple of Lord Vedavyasa dazzled in all dignified assemblies, greatly dispersing with his discourses the gloom of diffused ignorance, endorsing the folding hands of hostile contestants like the moon dispelling the darkness with the flood of his light and relishing the folding petals of fading lotuses.","Madhwacharya the disciple of Lord Vedavyasa dazzled in all dignified assemblies greatly dispersing with his discourses the gloom of diffused ignorance endorsing the folding hands of hostile contestants like the moon dispelling the darkness with the flood of his light and relishing the folding petals of fading lotuses.","ಭಗವಾನ್ ವೇದವ್ಯಾಸರ ಶಿಷ್ಯರಾದ ಮಾಧ್ವಾಚಾರ್ಯರು ಎಲ್ಲಾ ಘನತಾಪೂರ್ಣ ಸಭೆಗಳಲ್ಲಿ ಹೊಳೆದರು, ತಮ್ಮ ಪ್ರವಚನಗಳಿಂದ ಹರಡಿರುವ ಅಜ್ಞಾನದ ಕತ್ತಲೆಯನ್ನು ಹೆಚ್ಚು ಚದುರಿಸಿದರು, ಶತ್ರು ಸ್ಪರ್ಧಿಗಳ ಮಡಚಿದ ಕೈಗಳನ್ನು ಅನುಮೋದಿಸಿದರು, ಚಂದ್ರನು ತನ್ನ ಬೆಳಕಿನ ಪ್ರವಾಹದಿಂದ ಕತ್ತಲೆಯನ್ನು ಹೋಗಲಾಡಿಸಿ ಮರೆಯಾಗುತ್ತಿರುವ ಕಮಲಗಳ ಮಡಚಿದ ದಳಗಳನ್ನು ರಸಿಸುವಂತೆ."
"10","45","(Sri Narayana Panditacharya distils the essence of the disquisitions of Madhwacharya proclaiming the majesty of the Almighty) thus: ‘Lord Narayana, of the nature of pure knowledge (devoid of all impurities), abiding eternally without any modification in the vicinity of all sentient souls (entirely distinct from them), highly spoken of primarily by all the words in the Vedas and scriptures, (so not undescribable) with his peerless free-will (not out of illusion) creates, sustains and dissolves the universe at regular intervals.","Sri Narayana Panditacharya distils the essence of the disquisitions of Madhwacharya proclaiming the majesty of the almighty thus: Lord Narayana of the nature of pure knowledge devoid of all impurities abiding eternally without any modification in the vicinity of all sentient souls entirely distinct from them highly spoken of primarily by all the words in the Vedas and scriptures so not indescribable with his peerless free-will not out of illusion creates sustains and dissolves the universe at regular intervals.","ಶ್ರೀ ನಾರಾಯಣ ಪಂಡಿತಾಚಾರ್ಯರು ಸರ್ವಶಕ್ತನ ಮಹಿಮೆಯನ್ನು ಘೋಷಿಸುವ ಮಾಧ್ವಾಚಾರ್ಯರ ವಿಮರ್ಶೆಗಳ ಸಾರವನ್ನು ಹೀಗೆ ಹೊರತೆಗೆಯುತ್ತಾರೆ: ಶುದ್ಧ ಜ್ಞಾನದ ಸ್ವರೂಪವುಳ್ಳ ಭಗವಾನ್ ನಾರಾಯಣನು ಎಲ್ಲಾ ಅಶುದ್ಧಿಗಳಿಂದ ರಹಿತನಾಗಿ ಎಲ್ಲಾ ಚೇತನ ಆತ್ಮಗಳ ಸಮೀಪದಲ್ಲಿ ಅವುಗಳಿಂದ ಸಂಪೂರ್ಣವಾಗಿ ಭಿನ್ನವಾಗಿ ಯಾವುದೇ ಮಾರ್ಪಾಡು ಇಲ್ಲದೆ ಶಾಶ್ವತವಾಗಿ ನೆಲೆಸಿದ್ದಾನೆ, ವೇದಗಳು ಮತ್ತು ಶಾಸ್ತ್ರಗಳಲ್ಲಿ ಎಲ್ಲಾ ಪದಗಳಿಂದ ಪ್ರಾಥಮಿಕವಾಗಿ ಅತ್ಯಂತ ಹೆಚ್ಚು ಹೇಳಲ್ಪಟ್ಟವನು ಆದ್ದರಿಂದ ವರ್ಣಿಸಲಾಗದವನಲ್ಲ, ತನ್ನ ಸಾಟಿಯಿಲ್ಲದ ಸ್ವತಂತ್ರ ಇಚ್ಛೆಯಿಂದ ಭ್ರಮೆಯಿಂದಲ್ಲ ನಿಯಮಿತ ಅಂತರಗಳಲ್ಲಿ ವಿಶ್ವವನ್ನು ಸೃಷ್ಟಿಸುತ್ತಾನೆ ಸಂರಕ್ಷಿಸುತ್ತಾನೆ ಮತ್ತು ವಿಸರ್ಜಿಸುತ್ತಾನೆ."
"10","46","The independent Lord Narayana, full of auspicious attributes and free from the taint of Trigunas (Prakrati) habits in the hearts of all animate beings in the universe, always engaged in sport with them, hurling the vicious in abysmal deep and purifying and modelling the virtuous into splendorous forms.","The independent Lord Narayana full of auspicious attributes and free from the taint of three qualities of primordial matter habits in the hearts of all animate beings in the universe always engaged in sport with them hurling the vicious in abysmal deep and purifying and modeling the virtuous into splendorous forms.","ಮಂಗಳಕರ ಗುಣಗಳಿಂದ ತುಂಬಿದ ಮತ್ತು ಪ್ರಕೃತಿಯ ಮೂರು ಗುಣಗಳ ಕಲ್ಮಷದಿಂದ ಮುಕ್ತನಾದ ಸ್ವತಂತ್ರ ಭಗವಾನ್ ನಾರಾಯಣನು ವಿಶ್ವದ ಎಲ್ಲಾ ಪ್ರಾಣಿಗಳ ಹೃದಯಗಳಲ್ಲಿ ವಾಸಿಸುತ್ತಾನೆ, ಸದಾ ಅವರೊಂದಿಗೆ ಕ್ರೀಡಿಸುತ್ತಾ ದುಷ್ಟರನ್ನು ಅಧೋಲೋಕದಲ್ಲಿ ಎಸೆದು ಪುಣ್ಯಾತ್ಮರನ್ನು ಶುದ್ಧೀಕರಿಸಿ ಪ್ರಕಾಶಮಾನ ರೂಪಗಳಾಗಿ ರೂಪಿಸುತ್ತಾನೆ."
"10","47","The dissertation of the Acharya highlighted many exquisite ideas like Lord Narayana, Consort of Goddess Lakshmi who stands without an equal or superior who can be known to some extent only through the Veda and such similar scriptures, entirely strange when compared to the worldly beings,","The dissertation of the Acharya highlighted many exquisite ideas like Lord Narayana consort of Goddess Lakshmi who stands without an equal or superior who can be known to some extent only through the Veda and such similar scriptures entirely strange when compared to the worldly beings.","ಆಚಾರ್ಯರ ನಿರೂಪಣೆಯು ದೇವಿ ಲಕ್ಷ್ಮಿಯ ಪತಿಯಾದ ಭಗವಾನ್ ನಾರಾಯಣನು ಸಮಾನ ಅಥವಾ ಉನ್ನತನಿಲ್ಲದೆ ನಿಂತಿರುವವನು, ವೇದ ಮತ್ತು ಅಂತಹ ಸಮಾನ ಶಾಸ್ತ್ರಗಳ ಮೂಲಕ ಮಾತ್ರ ಸ್ವಲ್ಪ ಮಟ್ಟಿಗೆ ತಿಳಿದುಕೊಳ್ಳಬಹುದಾದವನು, ಲೌಕಿಕ ಜೀವಿಗಳಿಗೆ ಹೋಲಿಸಿದರೆ ಸಂಪೂರ್ಣವಾಗಿ ವಿಚಿತ್ರನು ಎಂಬಂತಹ ಅನೇಕ ಉತ್ತಮ ವಿಚಾರಗಳನ್ನು ಎತ್ತಿ ತೋರಿಸಿತು."
"10","48","The interpretation of Madhwacharya is authoritative as it is based on sound Pramanas (valid reasonings). It stands unexcelled and never to be controverted by the spacious Maya-Shastra, (full of fallacious interpretations) and any version inimical to it will lead its votaries to the misery of eternal damnation.","The interpretation of Madhwacharya is authoritative as it is based on sound valid reasonings. It stands unexcelled and never to be controverted by the specious Maya scripture full of fallacious interpretations and any version inimical to it will lead its votaries to the misery of eternal damnation.","ಮಾಧ್ವಾಚಾರ್ಯರ ವ್ಯಾಖ್ಯಾನವು ಅಧಿಕಾರಯುತವಾಗಿದೆ ಏಕೆಂದರೆ ಅದು ಸರಿಯಾದ ಮಾನ್ಯ ತರ್ಕಗಳ ಮೇಲೆ ಆಧಾರಿತವಾಗಿದೆ. ಇದು ಅಪ್ರತಿಮವಾಗಿ ನಿಂತಿದೆ ಮತ್ತು ತಪ್ಪಾದ ವ್ಯಾಖ್ಯಾನಗಳಿಂದ ತುಂಬಿದ ಮೋಸದ ಮಾಯಾ ಶಾಸ್ತ್ರದಿಂದ ಎಂದಿಗೂ ವಿರೋಧಿಸಲ್ಪಡುವುದಿಲ್ಲ ಮತ್ತು ಅದಕ್ಕೆ ವಿರೋಧವಾದ ಯಾವುದೇ ಆವೃತ್ತಿಯು ಅದರ ಮತದಾರರನ್ನು ಶಾಶ್ವತ ಖಂಡನೆಯ ದುಃಖಕ್ಕೆ ಕರೆದೊಯ್ಯುತ್ತದೆ."
"10","49","Then, Poornaprajna visited Kurukshetra, the gate-way to heaven for the kings (who laid down their lives in this holy land, Dharmakshetra) surrounded by his disciples Satyatirtha and others who were startled to see the fake-hermit shown by the Acharya as the future Maricha, the real despiser of Lord Vishnu and delighted to recognize the mace handled by him in his incarnation as Bhimasena. He recollected his tussle with the elephants that were floored down by him in sport. (These reminiscences are a suggestion that Madhwacharya was Bhimasena. His knowledge of the past and the future speaks of his omniscience.)","Then Poornaprajna visited Kurukshetra the gateway to heaven for the kings who laid down their lives in this holy land surrounded by his disciples Satyatirtha and others who were startled to see the fake-hermit shown by the Acharya as the future Maricha the real despiser of Lord Vishnu and delighted to recognize the mace handled by him in his incarnation as Bhimasena. He recollected his tussle with the elephants that were floored down by him in sport. These reminiscences are a suggestion that Madhwacharya was Bhimasena. His knowledge of the past and the future speaks of his omniscience.","ನಂತರ ಪೂರ್ಣಪ್ರಜ್ಞರು ಸ್ವರ್ಗದ ದ್ವಾರವಾದ ಕುರುಕ್ಷೇತ್ರವನ್ನು ಭೇಟಿ ಮಾಡಿದರು, ಈ ಪವಿತ್ರ ಭೂಮಿಯಲ್ಲಿ ತಮ್ಮ ಪ್ರಾಣಗಳನ್ನು ತ್ಯಾಗಮಾಡಿದ ರಾಜರಿಗೆ, ತಮ್ಮ ಶಿಷ್ಯರಾದ ಸತ್ಯತೀರ್ಥರು ಮತ್ತು ಇತರರಿಂದ ಸುತ್ತುವರಿದರು, ಅವರು ಆಚಾರ್ಯರಿಂದ ಭವಿಷ್ಯದ ಮಾರೀಚನಾಗಿ ತೋರಿಸಲ್ಪಟ್ಟ ನಕಲಿ-ಸನ್ಯಾಸಿಯನ್ನು ನೋಡಿ ಭಗವಾನ್ ವಿಷ್ಣುವಿನ ನಿಜವಾದ ದ್ವೇಷಿ ಎಂದು ಬೆರಗಾದರು ಮತ್ತು ತನ್ನ ಭೀಮಸೇನನ ಅವತಾರದಲ್ಲಿ ಅವರು ಬಳಸಿದ ಗದೆಯನ್ನು ಗುರುತಿಸಿ ಸಂತೋಷಪಟ್ಟರು. ಅವರು ಆಟದಲ್ಲಿ ಕೆಡವಿದ ಆನೆಗಳೊಂದಿಗಿನ ತನ್ನ ಹೋರಾಟವನ್ನು ಸ್ಮರಿಸಿದರು. ಈ ಸ್ಮರಣೆಗಳು ಮಾಧ್ವಾಚಾರ್ಯರು ಭೀಮಸೇನರಾಗಿದ್ದರು ಎಂಬ ಸೂಚನೆ. ಭೂತಕಾಲ ಮತ್ತು ಭವಿಷ್ಯದ ಬಗ್ಗೆ ಅವರ ಜ್ಞಾನ ಅವರ ಸರ್ವಜ್ಞತೆಯ ಬಗ್ಗೆ ಹೇಳುತ್ತದೆ."
"10","50","In a holy place called Hrisikesha, Lord Shankara lustrous white bowing to Madhwacharya in the guise of a Brahmin entreating him to accept alms, seen distinctly but disappeared instantly, dumbfounding the disciples and urging his devotee in another Kshetra in a dream, to feast him sumptuously with diverse delicious dishes made the people present there, realise that he (Madhwacharya) was his preceptor and the preceptor of the whole world, the correct interpreter of the Vedas.","In a holy place called Hrishikesha Lord Shankara lustrous white bowing to Madhwacharya in the guise of a Brahmin entreating him to accept alms seen distinctly but disappeared instantly dumbfounding the disciples and urging his devotee in another sacred place in a dream to feast him sumptuously with diverse delicious dishes made the people present there realize that he Madhwacharya was his teacher and the teacher of the whole world the correct interpreter of the Vedas.","ಹೃಷೀಕೇಶ ಎಂಬ ಪವಿತ್ರ ಸ್ಥಳದಲ್ಲಿ ಬ್ರಾಹ್ಮಣ ವೇಷದಲ್ಲಿ ಭಗವಾನ್ ಶಂಕರನು ಪ್ರಕಾಶಮಾನ ಬಿಳಿಯಾಗಿ ಮಾಧ್ವಾಚಾರ್ಯರಿಗೆ ನಮಸ್ಕರಿಸಿ ಭಿಕ್ಷೆಯನ್ನು ಸ್ವೀಕರಿಸಲು ಬೇಡಿಕೊಂಡು ಸ್ಪಷ್ಟವಾಗಿ ಕಾಣಿಸಿದರು ಆದರೆ ತಕ್ಷಣ ಮಾಯವಾದರು, ಶಿಷ್ಯರನ್ನು ಬೆರಗುಗೊಳಿಸಿ, ಮತ್ತು ಮತ್ತೊಂದು ಪವಿತ್ರ ಸ್ಥಳದಲ್ಲಿ ಕನಸಿನಲ್ಲಿ ತನ್ನ ಭಕ್ತನನ್ನು ವಿವಿಧ ರುಚಿಕರ ಭಕ್ಷ್ಯಗಳಿಂದ ತನಗೆ ಸಂಪೂರ್ಣವಾಗಿ ಔತಣವನ್ನು ನೀಡಲು ಒತ್ತಾಯಿಸಿದ್ದು ಅಲ್ಲಿ ಉಪಸ್ಥಿತರಿದ್ದ ಜನರಿಗೆ ಅವರು ಮಾಧ್ವಾಚಾರ್ಯರು ಅವನ ಗುರುವೆಂದು ಮತ್ತು ಇಡೀ ಲೋಕದ ಗುರುವೆಂದು ವೇದಗಳ ಸರಿಯಾದ ವ್ಯಾಖ್ಯಾತರೆಂದು ಅರಿತುಕೊಳ್ಳುವಂತೆ ಮಾಡಿತು."
"10","51","Again, having arrived at another sacred place called Isupata, he devoutly remembered Lord Parashurama, the consort of Goddess Lakshmi and could eat with ease a thousand excellent, plump Rajakeli Plantains offered by the king of that place during his dinner. (Mid-day-meal)","Again having arrived at another sacred place called Isupata he devoutly remembered Lord Parashurama the consort of Goddess Lakshmi and could eat with ease a thousand excellent plump Rajakeli plantains offered by the king of that place during his dinner mid-day meal.","ಮತ್ತೆ ಈಷುಪಾತ ಎಂಬ ಮತ್ತೊಂದು ಪವಿತ್ರ ಸ್ಥಳಕ್ಕೆ ಬಂದ ನಂತರ ಅವರು ದೇವಿ ಲಕ್ಷ್ಮಿಯ ಪತಿಯಾದ ಭಗವಾನ್ ಪರಶುರಾಮನನ್ನು ಭಕ್ತಿಯಿಂದ ಸ್ಮರಿಸಿದರು ಮತ್ತು ತಮ್ಮ ಮಧ್ಯಾಹ್ನದ ಊಟದ ಸಮಯದಲ್ಲಿ ಆ ಸ್ಥಳದ ರಾಜನು ಅರ್ಪಿಸಿದ ಒಂದು ಸಾವಿರ ಉತ್ತಮ ದಪ್ಪ ರಾಜಕೇಳಿ ಬಾಳೆಹಣ್ಣುಗಳನ್ನು ಸುಲಭವಾಗಿ ಸೇವಿಸಬಲ್ಲರು."
"10","52","With his advent in Goa, Madhwacharya (Vrukodara) could consume four thousand bulky plantains offered by a Brahmin by name Shankara and empty thirty pots of milk and moved on unseen by the attendants of the King (who wanted to retain him in his kingdom) dispatched to deter him.","With his advent in Goa Madhwacharya also known as Vrikodara could consume four thousand bulky plantains offered by a Brahmin by name Shankara and empty thirty pots of milk and moved on unseen by the attendants of the king who wanted to retain him in his kingdom dispatched to deter him.","ಗೋವಾಕ್ಕೆ ಬಂದಾಗ ವೃಕೋದರ ಎಂದೂ ಕರೆಯಲ್ಪಡುವ ಮಾಧ್ವಾಚಾರ್ಯರು ಶಂಕರ ಎಂಬ ಹೆಸರಿನ ಬ್ರಾಹ್ಮಣನು ಅರ್ಪಿಸಿದ ನಾಲ್ಕು ಸಾವಿರ ದೊಡ್ಡ ಬಾಳೆಹಣ್ಣುಗಳನ್ನು ಸೇವಿಸಬಲ್ಲರು ಮತ್ತು ಮೂವತ್ತು ಮಡಕೆ ಹಾಲನ್ನು ಖಾಲಿಮಾಡಿ, ರಾಜನು ಅವರನ್ನು ತನ್ನ ರಾಜ್ಯದಲ್ಲಿ ಉಳಿಸಿಕೊಳ್ಳಲು ಬಯಸಿ ಅವರನ್ನು ತಡೆಯಲು ಕಳುಹಿಸಿದ ರಾಜನ ಸೇವಕರಿಗೆ ಕಾಣದಂತೆ ಮುಂದೆ ಸಾಗಿದರು."
"10","53","The same (omniscient) Madhwacharya, entreated by some people (who had heard of his majesty) in a place called Pasupe, speedily enough made the erstwhile barren trees sprout into flowers and fruits with the affluence of his matchless musical magical enough to induce sweet sleep, to their great surprise.","The same omniscient Madhwacharya entreated by some people who had heard of his majesty in a place called Pasupe speedily enough made the erstwhile barren trees sprout into flowers and fruits with the affluence of his matchless musical magical enough to induce sweet sleep to their great surprise.","ಅದೇ ಸರ್ವಜ್ಞರಾದ ಮಾಧ್ವಾಚಾರ್ಯರು ಪಾಸುಪೇ ಎಂಬ ಸ್ಥಳದಲ್ಲಿ ಅವರ ಮಹಿಮೆಯನ್ನು ಕೇಳಿದ್ದ ಕೆಲವು ಜನರಿಂದ ಬೇಡಿಕೊಳ್ಳಲ್ಪಟ್ಟಾಗ ವೇಗವಾಗಿಯೇ ಹಿಂದೆ ಬಂಜರು ಮರಗಳನ್ನು ತನ್ನ ಸಾಟಿಯಿಲ್ಲದ ಸಂಗೀತದ ಸಮೃದ್ಧಿಯಿಂದ ಹೂವುಗಳು ಮತ್ತು ಹಣ್ಣುಗಳಾಗಿ ಮೊಳಕೆಯೊಡೆಯುವಂತೆ ಮಾಡಿದರು, ಅದು ಮಾಂತ್ರಿಕವಾಗಿ ಸಿಹಿ ನಿದ್ರೆಯನ್ನು ಪ್ರೇರೇಪಿಸಲು ಸಾಕಷ್ಟು, ಅವರ ಮಹಾ ಆಶ್ಚರ್ಯಕ್ಕೆ."
"10","54","Blessed indeed is Madhwacharya, devoid of desire, replete with propitious qualities, dartlike to the hearts of the foes of Gods, equal in status to Chaturmukha Brahma, refuter of rival doctrines, lustrous like the luminous moon, magnanimous in mind, bowing with delight in all sacred places during his pilgrimage, laying low before Lord Vishnu full of bliss, blessing the virtuous with all prosperity, honoured everywhere by the public as a great mystic eternally devoted to Lord Vishnu, derelict of distress and dear to the deities.","Blessed indeed is Madhwacharya devoid of desire replete with propitious qualities dart-like to the hearts of the foes of gods equal in status to four-faced Brahma refuter of rival doctrines lustrous like the luminous moon magnanimous in mind bowing with delight in all sacred places during his pilgrimage laying low before Lord Vishnu full of bliss blessing the virtuous with all prosperity honored everywhere by the public as a great mystic eternally devoted to Lord Vishnu derelict of distress and dear to the deities.","ಆಶೀರ್ವದಿತರಾದವರು ನಿಜವಾಗಿಯೂ ಮಾಧ್ವಾಚಾರ್ಯರು, ಬಯಕೆಯಿಂದ ರಹಿತರು, ಅನುಕೂಲಕರ ಗುಣಗಳಿಂದ ತುಂಬಿದವರು, ದೇವತೆಗಳ ಶತ್ರುಗಳ ಹೃದಯಗಳಿಗೆ ಬಾಣದಂತೆ, ಚತುರ್ಮುಖ ಬ್ರಹ್ಮನಿಗೆ ಸಮಾನ ಸ್ಥಾನದಲ್ಲಿರುವವರು, ಪ್ರತಿಸ್ಪರ್ಧಿ ಸಿದ್ಧಾಂತಗಳನ್ನು ನಿರಾಕರಿಸುವವರು, ಪ್ರಕಾಶಮಾನ ಚಂದ್ರನಂತೆ ಹೊಳೆಯುವವರು, ಮನಸ್ಸಿನಲ್ಲಿ ಉದಾರರು, ತಮ್ಮ ತೀರ್ಥಯಾತ್ರೆಯಲ್ಲಿ ಎಲ್ಲಾ ಪವಿತ್ರ ಸ್ಥಳಗಳಲ್ಲಿ ಸಂತೋಷದಿಂದ ನಮಸ್ಕರಿಸುವವರು, ಭಗವಾನ್ ವಿಷ್ಣುವಿನ ಮುಂದೆ ಅಡ್ಡಬಿದ್ದು ಆನಂದದಿಂದ ತುಂಬಿದವರು, ಪುಣ್ಯಾತ್ಮರಿಗೆ ಎಲ್ಲಾ ಸಮೃದ್ಧಿಯನ್ನು ಆಶೀರ್ವದಿಸುವವರು, ಮಹಾ ಗುಹ್ಯವಾದವರೆಂದು ಸಾರ್ವಜನಿಕರಿಂದ ಎಲ್ಲೆಡೆ ಗೌರವಿಸಲ್ಪಡುವವರು, ಭಗವಾನ್ ವಿಷ್ಣುವಿಗೆ ಶಾಶ್ವತವಾಗಿ ಸಮರ್ಪಿತರು, ಸಂಕಟದಿಂದ ವಂಚಿತರು ಮತ್ತು ದೇವತೆಗಳಿಗೆ ಪ್ರಿಯರು."
"10","55","Lo, even the Gods opine that to listen to, to meditate on and to recite the countless miracles of Madhwacharya, an embellishment of the world, fulfil the cherished desires of the devotees.","Lo even the gods opine that to listen to meditate on and to recite the countless miracles of Madhwacharya an embellishment of the world fulfill the cherished desires of the devotees.","ಇಗೋ ದೇವತೆಗಳು ಸಹ ಲೋಕಕ್ಕೆ ಅಲಂಕಾರವಾದ ಮಾಧ್ವಾಚಾರ್ಯರ ಅಸಂಖ್ಯಾತ ಅದ್ಭುತಗಳನ್ನು ಕೇಳುವುದು, ಧ್ಯಾನಿಸುವುದು ಮತ್ತು ಪಠಿಸುವುದು ಭಕ್ತರ ಪ್ರೀತಿಯ ಆಸೆಗಳನ್ನು ಪೂರೈಸುತ್ತದೆ ಎಂದು ಅಭಿಪ್ರಾಯಪಡುತ್ತಾರೆ."
